radius,epsilon,feature3,feature4
0.25,12.0,0.38985750018253895,0.4359041191387879
0.29,15.0,0.3153418009504302,0.32056292365665634
0.26,6.0,0.5222877628735481,0.5361768826998393
0.3,13.0,0.332939439372332,0.32692813140608823
0.05,7.0,1.1076586186844146,0.8646231575744737
0.21,4.0,0.7566439006069248,0.7261163896057403
0.34,14.0,0.3071655900891454,0.27117419189756264
0.33,12.0,0.33430114922246806,0.30142189182092105
0.27,6.0,0.5104218856042974,0.5139241284080285
0.31,5.0,0.5240065206755787,0.4767653398448908
0.32,4.0,0.5782082567925322,0.5083490254491393
0.26,10.0,0.41114449329600067,0.4432724808345441
0.27,13.0,0.353094524670563,0.37780022395503615
0.15,8.0,0.8862864187681394,0.7844881438149502
0.29,10.0,0.38447320855296235,0.38339361782320347
0.3,12.0,0.34628490123085226,0.33892011286149254
0.21,14.0,0.5106713982151545,0.5275703659326332
0.4,11.0,0.3373839498095356,0.263715719225873
0.34,5.0,0.5106016077025973,0.437494363421283
0.28,5.0,0.5456276864399168,0.5283434411242316
0.26,14.0,0.35014103801590635,0.38636438751040586
0.27,7.0,0.4746342944166993,0.48514861019612493
0.28,12.0,0.35845192500558454,0.37118432165898024
0.45,5.0,0.49999999999999994,0.38729833462088536
0.26,13.0,0.36281000645385264,0.3985217523671778
0.31,6.0,0.47961692980431037,0.4414530913340575
0.26,11.0,0.392941090289366,0.4267257417194515
0.27,4.0,0.6162486569088673,0.5921029020171282
0.45,14.0,0.2988071523335984,0.231455024943194
0.27,5.0,0.5558538345063646,0.5487053228968986
0.1,11.0,1.024228086111167,0.8449553468506777
0.05,11.0,1.1054025051590395,0.8642481342285357
0.1,5.0,1.052330390007085,0.854277145529891
0.15,10.0,0.862414361936442,0.7651746247941643
0.25,5.0,0.5827849954915172,0.5936948426687784
0.25,14.0,0.36257429077058506,0.40969426825366306
0.32,10.0,0.3694198829292591,0.33990040215449024
0.31,15.0,0.305949501666677,0.29321769115337104
0.4,8.0,0.3955766620956114,0.3089322512685961
0.31,11.0,0.35647835782025206,0.3379975109901912
0.05,6.0,1.1084593759294008,0.8647453329889234
0.31,10.0,0.3735784939075245,0.35285044117704156
0.25,4.0,0.6432284915865535,0.634094283057526
0.15,9.0,0.8744740015075433,0.7749686285378297
0.21,12.0,0.5381154658599873,0.5562076131147555
0.45,13.0,0.31008683647302127,0.24019223070768905
0.1,8.0,1.0350944943919451,0.8493975858599978
0.05,5.0,1.1094284853017953,0.8648877323808726
0.22,10.0,0.5041330941843418,0.5567177130894397
0.3,8.0,0.4222308606974599,0.4050325504510499
0.32,16.0,0.29289623513280855,0.2733674748653939
0.25,8.0,0.4709046814233074,0.5079068803791814
0.05,4.0,1.1106438206993716,0.8650597079860062
0.32,11.0,0.35246537442836784,0.3253777931126199
0.24,9.0,0.4640148827535057,0.5141388221076093
0.34,4.0,0.5695154775846295,0.483479901400573
0.35,15.0,0.2945673052639478,0.2541475140990453
0.21,16.0,0.48732403894056864,0.5024829802799365
0.4,13.0,0.31036444684738734,0.24270032897412872
0.45,11.0,0.33709993123162074,0.26111648393356285
0.45,16.0,0.2795084971874738,0.2165063509665191
0.34,13.0,0.3186614235532076,0.28089100283629953
0.05,16.0,1.103599095447376,0.8639013398489045
0.1,4.0,1.0612530201671384,0.8562523625697056
0.23,9.0,0.48874911022401524,0.5436546929487925
0.24,7.0,0.5193525557766262,0.5592987256664054
0.2,16.0,0.5606702941760237,0.5326985460354493
0.21,7.0,0.6391042839381497,0.6484639177136607
0.24,4.0,0.6617697888381966,0.6568879944789663
0.31,16.0,0.2963528481007344,0.2845665211835155
0.32,7.0,0.440200395466213,0.3991483145478872
0.45,10.0,0.35355339059327384,0.27386127875259975
0.25,16.0,0.3403571168002984,0.38768265838939153
0.4,6.0,0.45672826508160025,0.356386079268556
0.3,10.0,0.378646353326632,0.36753870216444073
0.23,15.0,0.39004854562126273,0.45225127977807517
0.26,16.0,0.3283503795401742,0.36505029089598184
0.33,5.0,0.5143946600223758,0.44923943710582254
0.05,10.0,1.1058684380230026,0.8643301207673574
0.15,5.0,0.9312636828875599,0.8125448080968724
0.21,5.0,0.7073610889019806,0.6972743874844641
0.3,9.0,0.39865794497406565,0.38490442573073325
0.34,16.0,0.287476402820428,0.25444588924733996
0.24,16.0,0.3561912145859363,0.41313507964810714
0.34,11.0,0.34615393973536757,0.3039760678488663
0.24,15.0,0.36707489112503927,0.42407115113769805
0.26,7.0,0.48620769193570124,0.5075532923660737
0.22,12.0,0.4679662395718629,0.5237979743518603
0.45,7.0,0.42257712736425834,0.32732683535410984
0.29,6.0,0.4922836648339036,0.47432363715373416
0.29,14.0,0.3261907463458851,0.33064989572618936
0.15,15.0,0.7795553544739001,0.712083130680761
0.1,6.0,1.0453951145946045,0.8525309653964005
0.2,5.0,0.7595231143274185,0.7211771448162739
0.4,10.0,0.3538404550538224,0.27650870663187144
0.05,9.0,1.1063889691640245,0.8644186529697614
0.25,13.0,0.3754647379682314,0.4221947839595162
0.3,6.0,0.48552038965089445,0.45731846253897546
0.26,4.0,0.6285460043308485,0.6125444196054431
0.27,11.0,0.3826644457707765,0.40526339235865666
0.23,4.0,0.684542836369426,0.6800493170478626
0.22,14.0,0.4388407319327703,0.49567436729834974
0.23,12.0,0.43097018192792247,0.49200879093149075
0.28,13.0,0.3447781622394369,0.3585099532350413
0.15,13.0,0.8185627118216954,0.7339917461690538
0.33,4.0,0.5735282750125659,0.49526710396387175
0.4,14.0,0.29908154060408415,0.23392048502434873
0.29,8.0,0.42848899232695414,0.42156460178158534
0.29,11.0,0.367018928500319,0.3678579819772377
0.23,14.0,0.4023426198935981,0.46446154462223055
0.29,5.0,0.5371826598866097,0.5096736521941185
0.33,7.0,0.43614904075492555,0.38646301197137817
0.34,12.0,0.33155477348691087,0.29174436356847866
0.32,12.0,0.3376530047017164,0.31258699662027195
0.21,11.0,0.5538583738890431,0.5720716930092014
0.3,4.0,0.589967372850854,0.5381970807968924
0.1,9.0,1.031056486400213,0.8479115086829859
0.35,8.0,0.40222358680447406,0.3428414582375372
0.33,13.0,0.3213162234001819,0.29031037049347846
0.1,13.0,1.0182251018984225,0.8418987019892885
0.1,10.0,1.0274830903800214,0.8464375265333693
0.1,12.0,1.0211753687323704,0.8434474693269771
0.2,14.0,0.5934886264473641,0.55843648196596
0.24,8.0,0.48931128105610905,0.5353266950289474
0.21,6.0,0.6697379224415994,0.671686539075447
0.33,16.0,0.2899023030110593,0.26318541548598423
0.34,15.0,0.2968317358771441,0.2624078067408373
0.28,8.0,0.4360823803503479,0.4400378022895102
0.1,16.0,1.0095741798718363,0.8368737233685898
0.33,14.0,0.3097371989448916,0.28035192762672945
0.28,14.0,0.33256265988723077,0.3470574936759184
0.33,8.0,0.408403963428558,0.3636715306169657
0.24,12.0,0.4069896169696061,0.4628073499115596
0.21,9.0,0.5909363248790256,0.6074044319042143
0.2,9.0,0.6667617774681035,0.637808735401809
0.23,6.0,0.5799522574853818,0.6143654494842883
0.23,13.0,0.4159043123711188,0.4776684976501985
0.24,6.0,0.5558577101884135,0.5867562949534805
0.29,9.0,0.4046909179012835,0.40110632979889616
0.22,6.0,0.6151123263985282,0.6432456202976171
0.4,5.0,0.500289566896412,0.3901531107457178
0.35,5.0,0.5075533466988729,0.42678392178910673
0.29,16.0,0.30551063449124527,0.31135161080681173
0.45,15.0,0.28867513459481264,0.22360679777105796
0.24,13.0,0.3922580807571825,0.4487664560885598
0.32,13.0,0.32456649983343616,0.3012074789347628
0.35,6.0,0.4637687039373096,0.39224242473146387
0.27,16.0,0.31934220235228716,0.34543579130626256
0.25,7.0,0.5006384947769091,0.5322133897492498
0.29,13.0,0.3382463422770349,0.34176135695574245
0.31,7.0,0.4448984574729687,0.4131087125996713
0.31,8.0,0.4167817748567775,0.38967990595136914
0.31,13.0,0.3283272114405667,0.31321127046465896
0.34,8.0,0.40517294175815255,0.3527932579744436
0.2,4.0,0.8008032984125047,0.74670242384982
0.35,16.0,0.2852755320543661,0.24637230425964055
0.24,14.0,0.3790336885348299,0.43590577210818293
0.3,14.0,0.32103004994843976,0.3161345399364864
0.26,8.0,0.4567851684481538,0.4831120214231287
0.33,6.0,0.4704545831876381,0.41425617952476546
0.27,10.0,0.400556232816394,0.4214669390585622
0.05,8.0,1.1069787532739006,0.8645154971861764
0.2,10.0,0.6511847567875809,0.6200154742554856
0.28,4.0,0.6058819439834884,0.5727659574660524
0.15,11.0,0.848038454701159,0.7550722925102877
0.3,7.0,0.4505659536467111,0.42875631673721587
0.3,11.0,0.36138061772374536,0.3523517020041822
0.15,6.0,0.9135392670027804,0.8030899015571533
0.45,12.0,0.3227486121839513,0.2500000000000152
0.28,16.0,0.3115905732108114,0.32711522386220354
0.45,8.0,0.3952847075210474,0.30618621784795236
0.28,7.0,0.4649408241141459,0.46428966586431547
0.35,9.0,0.3794623789474487,0.3243052724096446
0.35,11.0,0.3435650264198039,0.29483534560213825
0.33,11.0,0.3490017299295236,0.31392913471938694
0.23,16.0,0.37883482786144435,0.44092257994117284
0.27,12.0,0.3669844329012433,0.39080578982353464
0.34,9.0,0.38227591803744954,0.3339747128499515
0.28,10.0,0.3915651187108513,0.40120907170639497
0.28,6.0,0.5004465565666093,0.49314665486646925
0.22,8.0,0.5508935680009694,0.5958101518994497
0.4,7.0,0.422870242950994,0.3301197912614745
0.31,4.0,0.5835945817976629,0.5225897937061788
0.33,15.0,0.2993273725880465,0.2713593270002011
0.4,4.0,0.5592976568576565,0.4358472064368552
0.23,11.0,0.44784428539719495,0.5076462478942618
0.1,7.0,1.0397856620439736,0.8509235710740644
0.31,14.0,0.3165454634443181,0.3027163476733212
0.33,9.0,0.38536355937035666,0.3445306434240088
0.45,6.0,0.4564354645876381,0.35355339059340557
0.05,13.0,1.1045945430085322,0.8640990355238759
0.34,7.0,0.4327548315805764,0.37525946421428413
0.2,8.0,0.6851610556163262,0.6566738854287187
